"scope","device_id","mpn","quantity","lifecycle","qualification","orderable_evidence","cost_evidence","cost_currency","cost_target_quantity","unit_price_usd","line_material_usd","cost_price_break","cost_source","cost_checked","cost_gate_status","cost_gate_reason","cost_gate_source","cost_gate_checked","alternate_evidence","alternate_policy_class","placements"
"base_product","everest_es8311_qfn20","Everest Semiconductor ES8311","1","current manufacturer product brief revision 17.0 dated 2026-02; production sourcing and lot qualification remain open","verified_candidate","present","present","USD","100","0.3024","0.3024","JLCPCB assembly-parts quantity-100 tier; captive PCBA inventory","https://jlcpcb.com/partdetail/1044199-ES8311/C962342","2026-08-19","","","","","present","SUB-LOGIC-ANALOG","codec"
"base_product","fh_rs_06k47r0ft","FH RS-06K47R0FT","1","active_factory_stocked_standard_pcba","verified_exact_jlcpcb_stocked_ir_emitter_current_limit_resistor","present","present","USD","100","0.0062","0.0062","conservative JLCPCB one-piece tier","https://jlcpcb.com/partdetail/151340-RS06K47R0FT/C140014","2026-08-28","","","","","present","SUB-CTRL-PASSIVE","ir_emitter_limit"
"base_product","gct_rfpc_sma31_fn_175_a","GCT RFPC-SMA31-FN-175-A","8","active","verified_exact_external_standard_sma_body","present","present","USD","100","2.46456","19.7165","DigiKey tray 90-179 quantity tier applied at target quantity 100","https://www.digikey.com/en/products/detail/gct/RFPC-SMA31-FN-175-A/25576371","2026-08-19","","","","","present","SUB-MECH-OPTICAL","cc_external_sma;nrf0_external_sma;nrf1_external_sma;nrf2_external_sma;receiver_amlw_external_sma;receiver_fmsw_external_sma;voice_external_sma;voice_v_external_sma"
"base_product","gct_rfpc_sma32_fn_175_a","GCT RFPC-SMA32-FN-175-A","2","active","verified_exact_external_reverse_polarity_sma_body","present","present","USD","100","2.46456","4.9291","DigiKey tray 90-179 quantity tier applied at target quantity 100","https://www.digikey.com/en/products/detail/gct/RFPC-SMA32-FN-175-A/25576372","2026-08-19","","","","","present","SUB-MECH-OPTICAL","c5_external_rp_sma;s3_external_rp_sma"
"base_product","gct_usb4105_gf_a","GCT USB4105-GF-A","2","active_orderable","verified_exact_service_usb_receptacle","present","present","USD","100","0.5745","1.149","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/gct/USB4105-GF-A/11198510","2026-08-19","","","","","present","SUB-MECH-OPTICAL","c5_service_usb_connector;rp_service_usb_connector"
"base_product","hirose_df40c_2_0_40ds_0_4v_51","Hirose DF40C(2.0)-40DS-0.4V(51)","1","active_factory_stocked_standard_pcba","verified_exact_jlcpcb_stocked_display_adapter_main_board_receptacle","present","present","USD","100","0.3428","0.3428","JLCPCB quantity-100 tier","https://jlcpcb.com/partdetail/x/C597934","2026-08-28","","","","","present","SUB-MECH-OPTICAL","display_connector"
"base_product","hirose_df40c_40dp_0_4v_51","Hirose DF40C-40DP-0.4V(51)","1","active and authorized-distributor-stocked","verified_exact_display_adapter_daughter_board_plug","present","present","USD","100","0.726","0.726","Mouser cut-tape quantity-100 tier","https://www.mouser.com/ProductDetail/Hirose-Connector/DF40C-40DP-0.4V51?qs=eDUdFcBPps3ody6AX5VRNA%3D%3D","2026-08-23","","","","","present","SUB-MECH-OPTICAL","display_adapter_plug"
"base_product","hirose_dm3at_sf_pejm5","Hirose DM3AT-SF-PEJM5","1","active","verified_candidate","present","present","USD","100","2.5656","2.5656","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/hirose-electric-co-ltd/DM3AT-SF-PEJM5/2533565","2026-08-19","","","","","present","SUB-MECH-OPTICAL","sd"
"base_product","hirose_fh34srj_40s_0_5sh_99","Hirose FH34SRJ-40S-0.5SH(99)","1","active and authorized-distributor-stocked; exact HMX035CTFT-001 tail thickness and insertion fit remain H5","verified_dual_contact_adapter_panel_connector_received_tail_thickness_h5_open","present","present","USD","100","2.46","2.46","Mouser cut-tape quantity-100 tier","https://www.mouser.com/ProductDetail/Hirose-Connector/FH34SRJ-40S-0.5SH99?qs=vcbW%252B4%252BSTIq%252BjF2my2YV5Q%3D%3D","2026-08-23","","","","","present","SUB-MECH-OPTICAL","display_panel_connector"
"base_product","hirose_fx8c_80p_sv1_92","Hirose FX8C-80P-SV1(92)","1","active","verified_exact_m1_11mm_plug","present","present","USD","100","3.1759","3.1759","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/hirose-electric-co-ltd/FX8C-80P-SV1-92/4284726","2026-08-19","","","","","present","SUB-MECH-OPTICAL","m1_ui_plug"
"base_product","hirose_fx8c_80s_sv5_92","Hirose FX8C-80S-SV5(92)","1","active","verified_exact_m1_11mm_receptacle","present","present","USD","100","3.9133","3.9133","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/hirose-electric-co-ltd/FX8C-80S-SV5-92/4284737","2026-08-19","","","","","present","SUB-MECH-OPTICAL","m1_rf_receptacle"
"base_product","hirose_ufl_r_smt_1_10","Hirose U.FL-R-SMT-1(10)","5","active_orderable","verified_exact_native_rf_board_mate","present","present","USD","100","1.0655","5.3275","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/hirose-electric-co-ltd/U-FL-R-SMT-1-10/2391570","2026-08-19","","","","","present","SUB-MECH-OPTICAL","c5_rf_board_connector;nrf0_rf_board_connector;nrf1_rf_board_connector;nrf2_rf_board_connector;s3_rf_board_connector"
"base_product","infineon_bgs13sn8e6327xtsa1","Infineon BGS13SN8E6327XTSA1","2","active_orderable","verified_exact_cc_dual_ended_band_switch","present","present","USD","100","0.2126","0.4252","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/infineon-technologies/BGS13SN8E6327XTSA1/6559893","2026-08-19","","","","","present","SUB-COMPUTE-RF","cc_switch_a;cc_switch_b"
"base_product","jae_dx07s016ja1r1500","JAE DX07S016JA1R1500","1","active","verified_candidate","present","present","USD","100","1.2272","1.2272","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/jae-electronics/DX07S016JA1R1500/11585731","2026-08-19","","","","","present","SUB-MECH-OPTICAL","product_usb_connector"
"base_product","kemet_c0402c102k5ractu","KEMET C0402C102K5RACTU","2","active","verified_candidate","present","present","USD","100","0.015","0.03","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/kemet/C0402C102K5RACTU/411034","2026-08-19","","","","","present","SUB-CTRL-PASSIVE","charger_sdrv_cap;ir_evidence_feedback_cap"
"base_product","kemet_c0402c330j5gactu","KEMET C0402C330J5GACTU","5","active","verified_candidate","present","present","USD","100","0.0213","0.1065","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/kemet/C0402C330J5GACTU/411019","2026-08-19","","","","","present","SUB-CTRL-PASSIVE","c5_detector_output_cap;ext_buck_ff_cap;main_ff_cap;s3_detector_output_cap;voice_ff_cap"
"base_product","keystone_1048p","Keystone Electronics 1048P","1","active","verified_mechanical_reference","present","present","USD","100","8.57","8.57","Mouser tray quantity-100 tier","https://www.mouser.com/ProductDetail/Keystone-Electronics/1048P?qs=9%252Bwcgl%2FJqd1h8Vx3IFpTxA%3D%3D","2026-08-19","","","","","present","SUB-MECH-OPTICAL","pack_holder"
"base_product","kyocera_avx_cp0603q5425entr","KYOCERA AVX CP0603Q5425ENTR","2","active_orderable","verified_exact_native_rf_forward_coupler","present","present","USD","100","0.4271","0.8542","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/kyocera-avx/CP0603Q5425ENTR/4805840","2026-08-19","","","","","present","SUB-RF","c5_rf_coupler;s3_rf_coupler"
"base_product","liteon_ltst_c190kfkt","LTST-C190KFKT","1","active","verified_candidate","present","present","USD","100","0.0637","0.0637","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/liteon/LTST-C190KFKT/386813","2026-08-19","","","","","present","SUB-DISCRETE-PROT","fault_led"
"base_product","liteon_ltst_c190krkt","LTST-C190KRKT","9","active","verified_candidate","present","present","USD","100","0.0675","0.6075","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/liteon/LTST-C190KRKT/386817","2026-08-19","","","","","present","SUB-DISCRETE-PROT","c5_tx_led;cc_tx_led;ext_tx_led;ir_tx_led;nrf0_tx_led;nrf1_tx_led;nrf2_tx_led;s3_tx_led;voice_tx_led"
"base_product","littelfuse_0451005_mrl","Littelfuse 0451005.MRL","2","active","verified_candidate","present","present","USD","100","1.4488","2.8976","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/littelfuse-inc/0451005-MRL/700828","2026-08-19","","","","","present","SUB-CTRL-PASSIVE","pack_fuse0;pack_fuse1"
"base_product","littelfuse_sesd0402x1un_0020_090","Littelfuse SESD0402X1UN-0020-090","3","active_orderable","verified_exact_cc_external_rf_esd","present","present","USD","100","0.3794","1.1382","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/littelfuse-inc/SESD0402X1UN-0020-090/5233545","2026-08-19","","","","","present","SUB-RF","cc_rf_esd;receiver_ami_esd;receiver_fmi_esd"
"optional_external_accessory","m5_u214","M5Stack U214 Cap LoRa-1262","1","active","verified_candidate","present","missing","","","","","","","","retail_only_no_quantity_100_tier","The exact U214 is sold as a retail package at USD 14.50 with no published quantity-100 tier; a comparable production quantity quote is required instead of multiplying the retail price","https://www.digikey.com/en/products/detail/m5stack-technology-co-ltd/U214/29291633","2026-08-22","present","SUB-COMPUTE-RF","u214"
"base_product","murata_blm18pg181sn1d","Murata BLM18PG181SN1D","4","active_orderable","verified_candidate","present","present","USD","100","0.0431","0.1724","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/BLM18PG181SN1D/1634634","2026-08-19","","","","","present","SUB-PWR-PASSIVE","codec_avdd_bead;codec_dvdd_bead;speaker_output_bead_n;speaker_output_bead_p"
"base_product","murata_gjm1555c1h100jb01d","Murata GJM1555C1H100JB01D","1","active_orderable","verified_exact_cc_matching_passive","present","present","USD","100","0.0417","0.0417","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GJM1555C1H100JB01D/702306","2026-08-19","","","","","present","SUB-RF","cc_433_shunt_c10p"
"base_product","murata_gjm1555c1h101jb01d","Murata GJM1555C1H101JB01D","2","active_orderable","verified_exact_cc_rf_dc_block_passive","present","missing","","","","","","","","quantity_100_rfq_required","Current exact-MPN sourcing exposes request-for-quote inventory but no published comparable quantity-100 USD tier; an RF-qualified replacement cannot be promoted only to obtain a price","https://www.1sourcecomponents.com/availability/MURATA--GJM1555C1H101JB01D.htm","2026-08-19","present","SUB-RF","cc_rf_n_dc_block;cc_rf_p_dc_block"
"base_product","murata_gjm1555c1h150jb01d","Murata GJM1555C1H150JB01D","4","active_orderable","verified_exact_cc_crystal_load_passive","present","present","USD","100","0.0392","0.1568","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GJM1555C1H150JB01D/702310","2026-08-19","","","","","present","SUB-RF","cc_crystal_load_q1;cc_crystal_load_q2;rp_clock_load_xin;rp_clock_load_xout"
"base_product","murata_gjm1555c1h1r2bb01d","Murata GJM1555C1H1R2BB01D","1","active_orderable","verified_exact_cc_matching_passive","present","present","USD","100","0.031","0.031","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GJM1555C1H1R2BB01D/2592874","2026-08-19","","","","","present","SUB-RF","cc_match_c1p2"
"base_product","murata_gjm1555c1h6r2db01d","Murata GJM1555C1H6R2DB01D","1","active_orderable","verified_exact_cc_matching_passive","present","present","USD","100","0.021","0.021","Mouser cut-tape quantity-100 tier","https://www.mouser.com/c/passive-components/capacitors/ceramic-capacitors/mlccs-multilayer-ceramic-capacitors/multilayer-ceramic-capacitors-mlcc-smd-smt/?capacitance=6.2+pF&case+code+-+in=0402","2026-08-19","","","","","present","SUB-RF","cc_433_shunt_c6p2"
"base_product","murata_gjm1555c1h8r0db01d","Murata GJM1555C1H8R0DB01D","1","active_orderable","verified_exact_cc_matching_passive","present","present","USD","100","0.0207","0.0207","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GJM1555C1H8R0DB01D/2593153","2026-08-19","","","","","present","SUB-RF","cc_315_shunt_c8p"
"base_product","murata_gjm1555c1hr47bb01d","Murata GJM1555C1HR47BB01D","1","active_orderable","verified_exact_cc_detector_tap_passive","present","present","USD","100","0.0346","0.0346","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GJM1555C1HR47BB01D/7362927","2026-08-19","","","","","present","SUB-RF","cc_detector_tap_cap"
"base_product","murata_gjm1555c1hr60bb01d","Murata GJM1555C1HR60BB01D","1","active_orderable","verified_exact_cc_matching_passive","present","present","USD","100","0.031","0.031","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GJM1555C1HR60BB01D/2593254","2026-08-19","","","","","present","SUB-RF","cc_rf_diff_cap"
"base_product","murata_grm1555c1h102ja01d","Murata GRM1555C1H102JA01D","1","active_orderable","verified_exact_si4732_fmi_first_target","present","present","USD","100","0.0181","0.0181","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM1555C1H102JA01D/702509","2026-08-19","","","","","present","SUB-RF","receiver_fmi_coupling_cap"
"base_product","murata_grm1555c1h121ja01d","Murata GRM1555C1H121JA01D","8","active","verified_candidate","present","present","USD","100","0.0197","0.1576","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM1555C1H121JA01D/587178","2026-08-19","","","","","present","SUB-CTRL-PASSIVE","cc_detector_filter;main_efuse_itimer_cap;nrf0_detector_filter;nrf1_detector_filter;nrf2_detector_filter;voice_detector_filter;voice_efuse_itimer_cap;voice_v_detector_filter"
"base_product","murata_grm1555c1h220ja01d","Murata GRM1555C1H220JA01D","2","active_orderable","verified_candidate","present","present","USD","100","0.0025","0.005","LCSC quantity-100 tier","https://www.lcsc.com/product-detail/C76960.html","2026-08-19","","","","","present","SUB-RF","receiver_clock_cap_gpo3;receiver_clock_cap_rclk"
"base_product","murata_grm1555c1h221ja01d","Murata GRM1555C1H221JA01D","4","active","verified_candidate","present","present","USD","100","0.0177","0.0708","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM1555C1H221JA01D/587204","2026-08-19","","","","","present","SUB-CTRL-PASSIVE","pd_cc1_cap;pd_cc2_cap;speaker_output_cap_n;speaker_output_cap_p"
"base_product","murata_grm1555c1h390ja01d","Murata GRM1555C1H390JA01D","2","active_orderable","verified_exact_ltc5532_rf_input_coupling_capacitor","present","present","USD","100","0.014","0.028","Mouser cut-tape quantity-100 tier","https://www.mouser.com/ProductDetail/Murata-Electronics/GRM1555C1H390JA01D?qs=4k9rjS6ZRl5FP2mUYTju2g%3D%3D","2026-08-19","","","","","present","SUB-RF","c5_detector_input_cap;s3_detector_input_cap"
"base_product","murata_grm155r71a474ke01d","Murata GRM155R71A474KE01D","1","active_orderable","verified_exact_si4732_ami_first_target","present","present","USD","100","0.1771","0.1771","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM155R71A474KE01D/6605995","2026-08-19","","","","","present","SUB-CTRL-PASSIVE","receiver_ami_coupling_cap"
"base_product","murata_grm155r71e473ka88d","Murata GRM155R71E473KA88D","2","active","verified_candidate","present","present","USD","100","0.0126","0.0252","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM155R71E473KA88D/702519","2026-08-19","","","","","present","SUB-CTRL-PASSIVE","charger_btst1_cap;charger_btst2_cap"
"base_product","murata_grm155r71h103ka88d","Murata GRM155R71H103KA88D","8","active","verified_candidate","present","present","USD","100","0.0121","0.0968","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM155R71H103KA88D/1033252","2026-08-19","","","","","present","SUB-CTRL-PASSIVE","codec_tx_filter;pack_admission_reset_cap;pack_mid_adc_filter;pack_stack_adc_filter;safety_controller_reset_cap;u214_supervisor_ct;unit_supervisor_ct;voice_supervisor_ct"
"base_product","murata_grm155r71h472ka01d","Murata GRM155R71H472KA01D","4","active","verified_candidate","present","present","USD","100","0.0098","0.0392","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM155R71H472KA01D/587946","2026-08-19","","","","","present","SUB-CTRL-PASSIVE","ext_dvdt_cap;main_efuse_dvdt_cap;unit_dvdt_cap;voice_efuse_dvdt_cap"
"base_product","murata_grm188r60j106me47d","Murata GRM188R60J106ME47D","19","active","verified_candidate","present","present","USD","100","0.0377","0.7163","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM188R60J106ME47D/965910","2026-08-19","","","","","present","SUB-PWR-PASSIVE","aon_efuse_output_cap;backlight_efuse_output_bulk;codec_power_output_cap;display_logic_bulk_cap;headset_microphone_bias_filter_cap;ir_power_output_cap;main_efuse_output_cap;microphone_bias_filter_cap;nrf0_module_bulk_cap;nrf1_module_bulk_cap;nrf2_module_bulk_cap;pack_admission_bulk_cap;pd_ldo1v5_cap;pd_ldo3v3_cap;pd_vin_cap;receiver_power_output_cap;safety_controller_bulk;speaker_amp_bulk_cap;voice_efuse_output_cap"
"base_product","murata_grm188r71e224ka88d","Murata GRM188R71E224KA88D","2","active","verified_candidate","present","present","USD","100","0.0306","0.0612","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM188R71E224KA88D/702554","2026-08-19","","","","","present","SUB-CTRL-PASSIVE","ext_itimer_cap;unit_itimer_cap"
"base_product","murata_grm188r71e474ka12d","Murata GRM188R71E474KA12D","4","active_stocked_orderable","verified_exact_max17320_bypass_capacitor","present","present","USD","100","0.0496","0.1984","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM188R71E474KA12D/702555","2026-08-19","","","","","present","SUB-PWR-PASSIVE","pack_aoldo_cap;pack_cp_cap;pack_reg2_cap;pack_reg3_cap"
"base_product","murata_grm188z71a475me15d","Murata GRM188Z71A475ME15D","2","active_stocked_orderable","verified_exact_ir_receiver_filter_capacitor","present","present","USD","100","0.0899","0.1798","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM188Z71A475ME15D/13904814","2026-08-19","","","","","present","SUB-PWR-PASSIVE","ir_carrier_supply_cap;ir_demod_supply_cap"
"base_product","murata_grm21br60j226me39l","Murata GRM21BR60J226ME39L","6","active","verified_candidate","present","present","USD","100","0.1341","0.8046","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM21BR60J226ME39L/587424","2026-08-19","","","","","present","SUB-PWR-PASSIVE","headphone_l_coupling0;headphone_l_coupling1;headphone_r_coupling0;headphone_r_coupling1;s3_supply_bulk;sd_power_bulk_cap"
"base_product","murata_grm21br71e225ke11l","Murata GRM21BR71E225KE11L","5","active","verified_candidate","present","present","USD","100","0.0612","0.306","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM21BR71E225KE11L/6606096","2026-08-19","","","","","present","SUB-PWR-PASSIVE","ext_input_cap;ext_output_cap;safe_rearm_delay_cap;unit_input_cap;unit_output_cap"
"base_product","murata_grm31c5c1h224je02l","Murata GRM31C5C1H224JE02L","1","active","verified_candidate","present","present","USD","100","0.3198","0.3198","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM31C5C1H224JE02L/10691338","2026-08-19","","","","","present","SUB-CTRL-PASSIVE","pack_diag_timer_cap"
