"scope","device_id","mpn","quantity","lifecycle","qualification","orderable_evidence","cost_evidence","cost_currency","cost_target_quantity","unit_price_usd","line_material_usd","cost_price_break","cost_source","cost_checked","cost_gate_status","cost_gate_reason","cost_gate_source","cost_gate_checked","alternate_evidence","alternate_policy_class","placements"
"base_product","esp32_c5_wroom_1u_n8r8","ESP32-C5-WROOM-1U-N8R8","1","active_candidate_revision_floor_v1_2","verified_candidate","present","present","USD","100","4.37","4.37","Mouser cut-tape quantity-100 tier","https://www.mouser.com/en/ProductDetail/Espressif-Systems/ESP32-C5-WROOM-1U-N8R8?qs=4dK74SdgGtxee18dMuslog%3D%3D","2026-08-19","","","","","present","SUB-COMPUTE-RF","c5"
"base_product","esp32_s3_wroom_1u_n16r2","ESP32-S3-WROOM-1U-N16R2","1","active","verified_candidate","present","present","USD","100","4.7741","4.7741","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/espressif-systems/ESP32-S3-WROOM-1U-N16R2/16162650","2026-08-19","","","","","present","SUB-COMPUTE-RF","s3"
"base_product","everest_es8311_qfn20","Everest Semiconductor ES8311","1","current manufacturer product brief revision 17.0 dated 2026-02; production sourcing and lot qualification remain open","verified_candidate","present","present","USD","100","0.3024","0.3024","JLCPCB assembly-parts quantity-100 tier; captive PCBA inventory","https://jlcpcb.com/partdetail/1044199-ES8311/C962342","2026-08-19","","","","","present","SUB-LOGIC-ANALOG","codec"
"base_product","gct_usb4105_gf_a","GCT USB4105-GF-A","2","active_orderable","verified_exact_service_usb_receptacle","present","present","USD","100","0.5745","1.149","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/gct/USB4105-GF-A/11198510","2026-08-19","","","","","present","SUB-MECH-OPTICAL","c5_service_usb_connector;rp_service_usb_connector"
"base_product","hirose_dm3at_sf_pejm5","Hirose DM3AT-SF-PEJM5","1","active","verified_candidate","present","present","USD","100","2.5656","2.5656","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/hirose-electric-co-ltd/DM3AT-SF-PEJM5/2533565","2026-08-19","","","","","present","SUB-MECH-OPTICAL","sd"
"base_product","hirose_fh12_40s_0_5sh_55","Hirose FH12-40S-0.5SH(55)","1","active; exact HMX035CTFT-001 tail thickness, exposed-contact side, stiffener and insertion fit remain specimen HIL","verified_first_fit_candidate","present","present","USD","100","2.2948","2.2948","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/hirose-electric-co-ltd/FH12-40S-0-5SH-55/1110328","2026-08-19","","","","","present","SUB-MECH-OPTICAL","display_connector"
"base_product","hirose_ufl_r_smt_1_10","Hirose U.FL-R-SMT-1(10)","2","active_orderable","verified_exact_native_rf_board_mate","present","present","USD","100","1.0655","2.131","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/hirose-electric-co-ltd/U-FL-R-SMT-1-10/2391570","2026-08-19","","","","","present","SUB-MECH-OPTICAL","c5_rf_board_connector;s3_rf_board_connector"
"base_product","infineon_bgs13sn8e6327xtsa1","Infineon BGS13SN8E6327XTSA1","2","active_orderable","verified_exact_cc_dual_ended_band_switch","present","present","USD","100","0.2126","0.4252","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/infineon-technologies/BGS13SN8E6327XTSA1/6559893","2026-08-19","","","","","present","SUB-COMPUTE-RF","cc_switch_a;cc_switch_b"
"base_product","jae_dx07s016ja1r1500","JAE DX07S016JA1R1500","1","active","verified_candidate","present","present","USD","100","1.2272","1.2272","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/jae-electronics/DX07S016JA1R1500/11585731","2026-08-19","","","","","present","SUB-MECH-OPTICAL","product_usb_connector"
"base_product","kemet_c0402c102k5ractu","KEMET C0402C102K5RACTU","2","active","verified_candidate","present","present","USD","100","0.015","0.03","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/kemet/C0402C102K5RACTU/411034","2026-08-19","","","","","present","SUB-CTRL-PASSIVE","charger_sdrv_cap;ir_evidence_feedback_cap"
"base_product","kemet_c0402c330j5gactu","KEMET C0402C330J5GACTU","5","active","verified_candidate","present","present","USD","100","0.0213","0.1065","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/kemet/C0402C330J5GACTU/411019","2026-08-19","","","","","present","SUB-CTRL-PASSIVE","c5_detector_output_cap;ext_buck_ff_cap;main_ff_cap;s3_detector_output_cap;voice_ff_cap"
"base_product","keystone_1048p","Keystone Electronics 1048P","1","active","verified_mechanical_reference","present","present","USD","100","8.57","8.57","Mouser tray quantity-100 tier","https://www.mouser.com/ProductDetail/Keystone-Electronics/1048P?qs=9%252Bwcgl%2FJqd1h8Vx3IFpTxA%3D%3D","2026-08-19","","","","","present","SUB-MECH-OPTICAL","pack_holder"
"base_product","kyocera_avx_cp0603q5425entr","KYOCERA AVX CP0603Q5425ENTR","2","active_orderable","verified_exact_native_rf_forward_coupler","present","present","USD","100","0.4271","0.8542","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/kyocera-avx/CP0603Q5425ENTR/4805840","2026-08-19","","","","","present","SUB-RF","c5_rf_coupler;s3_rf_coupler"
"base_product","liteon_ltst_c190kfkt","LTST-C190KFKT","1","active","verified_candidate","present","missing","","","","","","","","","","","","present","SUB-DISCRETE-PROT","stop_led"
"base_product","liteon_ltst_c190krkt","LTST-C190KRKT","1","active","verified_candidate","present","missing","","","","","","","","","","","","present","SUB-DISCRETE-PROT","any_tx_led"
"base_product","littelfuse_0451005_mrl","Littelfuse 0451005.MRL","2","active","verified_candidate","present","present","USD","100","1.4488","2.8976","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/littelfuse-inc/0451005-MRL/700828","2026-08-19","","","","","present","SUB-CTRL-PASSIVE","pack_fuse0;pack_fuse1"
"base_product","littelfuse_sesd0402x1un_0020_090","Littelfuse SESD0402X1UN-0020-090","3","active_orderable","verified_exact_cc_external_rf_esd","present","present","USD","100","0.3794","1.1382","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/littelfuse-inc/SESD0402X1UN-0020-090/5233545","2026-08-19","","","","","present","SUB-RF","cc_rf_esd;receiver_ami_esd;receiver_fmi_esd"
"optional_external_accessory","m5_u214","M5Stack U214 Cap LoRa-1262","1","active","verified_candidate","present","missing","","","","","","","","retail_only_no_quantity_100_tier","The exact U214 is sold as a retail package at USD 14.50 with no published quantity-100 tier; a comparable production quantity quote is required instead of multiplying the retail price","https://www.digikey.com/en/products/detail/m5stack-technology-co-ltd/U214/29291633","2026-08-19","present","SUB-COMPUTE-RF","u214"
"base_product","murata_blm18pg181sn1d","Murata BLM18PG181SN1D","4","active_orderable","verified_candidate","present","present","USD","100","0.0431","0.1724","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/BLM18PG181SN1D/1634634","2026-08-19","","","","","present","SUB-PWR-PASSIVE","codec_avdd_bead;codec_dvdd_bead;speaker_output_bead_n;speaker_output_bead_p"
"base_product","murata_gjm1555c1h100jb01d","Murata GJM1555C1H100JB01D","1","active_orderable","verified_exact_cc_matching_passive","present","missing","","","","","","","","","","","","present","SUB-RF","cc_433_shunt_c10p"
"base_product","murata_gjm1555c1h101jb01d","Murata GJM1555C1H101JB01D","2","active_orderable","verified_exact_cc_rf_dc_block_passive","present","missing","","","","","","","","quantity_100_rfq_required","Current exact-MPN sourcing exposes request-for-quote inventory but no published comparable quantity-100 USD tier; an RF-qualified replacement cannot be promoted only to obtain a price","https://www.1sourcecomponents.com/availability/MURATA--GJM1555C1H101JB01D.htm","2026-08-19","present","SUB-RF","cc_rf_n_dc_block;cc_rf_p_dc_block"
"base_product","murata_gjm1555c1h150jb01d","Murata GJM1555C1H150JB01D","2","active_orderable","verified_exact_cc_crystal_load_passive","present","missing","","","","","","","","","","","","present","SUB-RF","cc_crystal_load_q1;cc_crystal_load_q2"
"base_product","murata_gjm1555c1h1r2bb01d","Murata GJM1555C1H1R2BB01D","1","active_orderable","verified_exact_cc_matching_passive","present","missing","","","","","","","","","","","","present","SUB-RF","cc_match_c1p2"
"base_product","murata_gjm1555c1h6r2db01d","Murata GJM1555C1H6R2DB01D","1","active_orderable","verified_exact_cc_matching_passive","present","missing","","","","","","","","","","","","present","SUB-RF","cc_433_shunt_c6p2"
"base_product","murata_gjm1555c1h8r0db01d","Murata GJM1555C1H8R0DB01D","1","active_orderable","verified_exact_cc_matching_passive","present","missing","","","","","","","","","","","","present","SUB-RF","cc_315_shunt_c8p"
"base_product","murata_gjm1555c1hr47bb01d","Murata GJM1555C1HR47BB01D","1","active_orderable","verified_exact_cc_detector_tap_passive","present","missing","","","","","","","","","","","","present","SUB-RF","cc_detector_tap_cap"
"base_product","murata_gjm1555c1hr60bb01d","Murata GJM1555C1HR60BB01D","1","active_orderable","verified_exact_cc_matching_passive","present","missing","","","","","","","","","","","","present","SUB-RF","cc_rf_diff_cap"
"base_product","murata_grm1555c1h102ja01d","Murata GRM1555C1H102JA01D","1","active_orderable","verified_exact_si4732_fmi_first_target","present","missing","","","","","","","","","","","","present","SUB-RF","receiver_fmi_coupling_cap"
"base_product","murata_grm1555c1h121ja01d","Murata GRM1555C1H121JA01D","7","active","verified_candidate","present","present","USD","100","0.0197","0.1379","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM1555C1H121JA01D/587178","2026-08-19","","","","","present","SUB-CTRL-PASSIVE","cc_detector_filter;main_efuse_itimer_cap;nrf0_detector_filter;nrf1_detector_filter;nrf2_detector_filter;voice_detector_filter;voice_efuse_itimer_cap"
"base_product","murata_grm1555c1h220ja01d","Murata GRM1555C1H220JA01D","2","active_orderable","verified_candidate","present","present","USD","100","0.0025","0.005","LCSC quantity-100 tier","https://www.lcsc.com/product-detail/C76960.html","2026-08-19","","","","","present","SUB-RF","receiver_clock_cap_gpo3;receiver_clock_cap_rclk"
"base_product","murata_grm1555c1h221ja01d","Murata GRM1555C1H221JA01D","4","active","verified_candidate","present","present","USD","100","0.0177","0.0708","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM1555C1H221JA01D/587204","2026-08-19","","","","","present","SUB-CTRL-PASSIVE","pd_cc1_cap;pd_cc2_cap;speaker_output_cap_n;speaker_output_cap_p"
"base_product","murata_grm1555c1h390ja01d","Murata GRM1555C1H390JA01D","2","active_orderable","verified_exact_ltc5532_rf_input_coupling_capacitor","present","present","USD","100","0.014","0.028","Mouser cut-tape quantity-100 tier","https://www.mouser.com/ProductDetail/Murata-Electronics/GRM1555C1H390JA01D?qs=4k9rjS6ZRl5FP2mUYTju2g%3D%3D","2026-08-19","","","","","present","SUB-RF","c5_detector_input_cap;s3_detector_input_cap"
"base_product","murata_grm155r71a474ke01d","Murata GRM155R71A474KE01D","1","active_orderable","verified_exact_si4732_ami_first_target","present","missing","","","","","","","","","","","","present","SUB-CTRL-PASSIVE","receiver_ami_coupling_cap"
"base_product","murata_grm155r71e473ka88d","Murata GRM155R71E473KA88D","2","active","verified_candidate","present","present","USD","100","0.0126","0.0252","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM155R71E473KA88D/702519","2026-08-19","","","","","present","SUB-CTRL-PASSIVE","charger_btst1_cap;charger_btst2_cap"
"base_product","murata_grm155r71h103ka88d","Murata GRM155R71H103KA88D","8","active","verified_candidate","present","present","USD","100","0.0121","0.0968","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM155R71H103KA88D/1033252","2026-08-19","","","","","present","SUB-CTRL-PASSIVE","codec_tx_filter;pack_admission_reset_cap;pack_mid_adc_filter;pack_stack_adc_filter;stop_filter_cap;u214_supervisor_ct;unit_supervisor_ct;voice_supervisor_ct"
"base_product","murata_grm155r71h472ka01d","Murata GRM155R71H472KA01D","4","active","verified_candidate","present","present","USD","100","0.0098","0.0392","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM155R71H472KA01D/587946","2026-08-19","","","","","present","SUB-CTRL-PASSIVE","ext_dvdt_cap;main_efuse_dvdt_cap;unit_dvdt_cap;voice_efuse_dvdt_cap"
"base_product","murata_grm188r60j106me47d","Murata GRM188R60J106ME47D","17","active","verified_candidate","present","present","USD","100","0.0377","0.6409","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM188R60J106ME47D/965910","2026-08-19","","","","","present","SUB-PWR-PASSIVE","aon_efuse_output_cap;backlight_efuse_output_bulk;codec_power_output_cap;display_logic_bulk_cap;ir_power_output_cap;main_efuse_output_cap;microphone_bias_filter_cap;nrf0_module_bulk_cap;nrf1_module_bulk_cap;nrf2_module_bulk_cap;pack_admission_bulk_cap;pd_ldo1v5_cap;pd_ldo3v3_cap;pd_vin_cap;receiver_power_output_cap;speaker_amp_bulk_cap;voice_efuse_output_cap"
"base_product","murata_grm188r71e224ka88d","Murata GRM188R71E224KA88D","2","active","verified_candidate","present","present","USD","100","0.0306","0.0612","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM188R71E224KA88D/702554","2026-08-19","","","","","present","SUB-CTRL-PASSIVE","ext_itimer_cap;unit_itimer_cap"
"base_product","murata_grm188r71e474ka12d","Murata GRM188R71E474KA12D","4","active_stocked_orderable","verified_exact_max17320_bypass_capacitor","present","present","USD","100","0.0496","0.1984","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM188R71E474KA12D/702555","2026-08-19","","","","","present","SUB-PWR-PASSIVE","pack_aoldo_cap;pack_cp_cap;pack_reg2_cap;pack_reg3_cap"
"base_product","murata_grm188z71a475me15d","Murata GRM188Z71A475ME15D","2","active_stocked_orderable","verified_exact_ir_receiver_filter_capacitor","present","present","USD","100","0.0899","0.1798","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM188Z71A475ME15D/13904814","2026-08-19","","","","","present","SUB-PWR-PASSIVE","ir_carrier_supply_cap;ir_demod_supply_cap"
"base_product","murata_grm21br60j226me39l","Murata GRM21BR60J226ME39L","5","active","verified_candidate","present","present","USD","100","0.1341","0.6705","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM21BR60J226ME39L/587424","2026-08-19","","","","","present","SUB-PWR-PASSIVE","headphone_l_coupling0;headphone_l_coupling1;headphone_r_coupling0;headphone_r_coupling1;sd_power_bulk_cap"
"base_product","murata_grm21br71e225ke11l","Murata GRM21BR71E225KE11L","4","active","verified_candidate","present","present","USD","100","0.0612","0.2448","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM21BR71E225KE11L/6606096","2026-08-19","","","","","present","SUB-PWR-PASSIVE","ext_input_cap;ext_output_cap;unit_input_cap;unit_output_cap"
"base_product","murata_grm31c5c1h224je02l","Murata GRM31C5C1H224JE02L","1","active","verified_candidate","present","missing","","","","","","","","","","","","present","SUB-CTRL-PASSIVE","pack_diag_timer_cap"
"base_product","murata_grm31cr71a226ke15l","Murata GRM31CR71A226KE15L","1","active","verified_candidate","present","missing","","","","","","","","","","","","present","SUB-PWR-PASSIVE","aon_output_cap"
"base_product","murata_grm31cr71e106ma12l","Murata GRM31CR71E106MA12L","12","active","verified_candidate","present","present","USD","100","0.1224","1.4688","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM31CR71E106MA12L/2548205","2026-08-19","","","","","present","SUB-PWR-PASSIVE","charger_bat_cap0;charger_bat_cap1;charger_pmid_cap0;charger_pmid_cap1;charger_pmid_cap2;charger_sys_cap0;charger_sys_cap1;charger_sys_cap2;charger_sys_cap3;charger_sys_cap4;charger_vbus_cap0;charger_vbus_cap1"
"base_product","murata_grm32er71e226ke15l","Murata GRM32ER71E226KE15L","13","active","verified_candidate","present","present","USD","100","0.3303","4.2939","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/GRM32ER71E226KE15L/2039092","2026-08-19","","","","","present","SUB-PWR-PASSIVE","ext_buck_input_cap;ext_buck_output_cap0;ext_buck_output_cap1;main_input_cap;main_output_cap0;main_output_cap1;pd_pphv_cap0;pd_pphv_cap1;pd_pphv_cap2;pd_pphv_cap3;voice_input_cap;voice_output_cap0;voice_output_cap1"
"base_product","murata_lqg15hs10nj02d","Murata LQG15HS10NJ02D","3","active_orderable","verified_exact_cc_matching_passive","present","present","USD","100","0.031","0.093","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/murata-electronics/LQG15HS10NJ02D/662903","2026-08-19","","","","","present","SUB-RF","cc_315_l10_in;cc_315_l10_out;cc_868_915_l10"
"base_product","murata_lqg15hs15nj02d","Murata LQG15HS15NJ02D","1","active_orderable","verified_exact_cc_matching_passive","present","missing","","","","","","","","","","","","present","SUB-RF","cc_433_l15"
"base_product","murata_lqg15hs2n2s02d","Murata LQG15HS2N2S02D","1","active_orderable","verified_exact_cc_matching_passive","present","missing","","","","","","","","","","","","present","SUB-RF","cc_output_l2n2"
"base_product","murata_lqg15hs3n3s02d","Murata LQG15HS3N3S02D","1","active_orderable","verified_exact_cc_matching_passive","present","missing","","","","","","","","","","","","present","SUB-RF","cc_match_l3n3"
"base_product","murata_lqg15hs3n6s02d","Murata LQG15HS3N6S02D","1","active_orderable","verified_exact_cc_matching_passive","present","missing","","","","","","","","","","","","present","SUB-RF","cc_315_shunt_l3n6"
"base_product","murata_lqg15hs6n8j02d","Murata LQG15HS6N8J02D","1","active_orderable","verified_exact_cc_matching_passive","present","missing","","","","","","","","","","","","present","SUB-RF","cc_match_l6n8"
"base_product","murata_lqw15an56nj00d","Murata LQW15AN56NJ00D","1","active_orderable","verified_exact_si4732_fmi_first_target","present","missing","","","","","","","","","","","","present","SUB-RF","receiver_fmi_match_inductor"
"base_product","nexperia_74lvc126apw_118","Nexperia 74LVC126APW,118","8","production_active_orderable","verified_exact_nrf_host_to_switched_domain_isolator","present","present","USD","100","0.1341","1.0728","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/nexperia-usa-inc/74LVC126APW-118/2753809","2026-08-19","","","","","present","SUB-LOGIC-ANALOG","cc_host_buffer;cc_return_buffer;nrf0_host_buffer;nrf1_host_buffer;nrf2_host_buffer;u214_host_buffer_a;u214_host_buffer_b;u214_return_buffer"
"base_product","nexperia_74lvc1g32gv_125","74LVC1G32GV,125","3","production","verified_candidate","present","present","USD","100","0.0523","0.1569","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/nexperia-usa-inc/74LVC1G32GV-125/946687","2026-08-19","","","","","present","SUB-LOGIC-ANALOG","ext_request_or;safe_por_or;safe_ptt_or"
"base_product","nexperia_74lvc2g126dc_125","Nexperia 74LVC2G126DC,125","5","production_active_orderable","verified_exact_nrf_switched_to_host_domain_isolator","present","present","USD","100","0.2086","1.043","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/nexperia-usa-inc/74LVC2G126DC-125/1231578","2026-08-19","","","","","present","SUB-LOGIC-ANALOG","cc_band_buffer;ir_return_buffer;nrf0_return_buffer;nrf1_return_buffer;nrf2_return_buffer"
"base_product","nexperia_74lvc2g14gw_125","74LVC2G14GW,125","1","production","verified_candidate","present","missing","","","","","","","","","","","","present","SUB-LOGIC-ANALOG","safe_conditioner"
"base_product","nexperia_pesd24vy1bsf","Nexperia PESD24VY1BSF","1","production_orderable","verified_exact_sa518_external_rf_esd","present","missing","","","","","","","","","","","","present","SUB-RF","voice_rf_esd"
"base_product","nicerf_sa518_v11","NiceRF SA518","1","current_product","verified_candidate","present","missing","","","","","","","","quantity_100_rfq_required","The exact current SA518 manufacturer page offers contact/RFQ rather than a published quantity-100 USD price","https://www.nicerf.com/walkie-talkie-module/sa518-uv-dual-frequency-walkie-talkie-module.html","2026-08-19","present","SUB-COMPUTE-RF","voice"
"base_product","onsemi_1n4148wt","onsemi 1N4148WT","10","active","verified_candidate","present","present","USD","100","0.0629","0.629","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/onsemi/1N4148WT/2094398","2026-08-19","","","","","present","SUB-DISCRETE-PROT","ui_matrix_diode_back;ui_matrix_diode_down;ui_matrix_diode_encoder;ui_matrix_diode_f1;ui_matrix_diode_f2;ui_matrix_diode_left;ui_matrix_diode_ok;ui_matrix_diode_opt;ui_matrix_diode_right;ui_matrix_diode_up"
"base_product","onsemi_bat54alt1g","BAT54ALT1G","4","active","verified_candidate","present","present","USD","100","0.0577","0.2308","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/onsemi/BAT54ALT1G/917808","2026-08-19","","","","","present","SUB-DISCRETE-PROT","evidence_or_0;evidence_or_1;evidence_or_2;evidence_or_3"
"base_product","onsemi_bav70lt1g","onsemi BAV70LT1G","1","active","verified_candidate","present","missing","","","","","","","","","","","","present","SUB-DISCRETE-PROT","pack_supply_or"
"base_product","onsemi_cat24c512wi_gt3","onsemi CAT24C512WI-GT3","1","active","verified_candidate","present","present","USD","100","0.7133","0.7133","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/onsemi/CAT24C512WI-GT3/2683757","2026-08-19","","","","","present","SUB-PWR-SAFETY","pd_config_eeprom"
"base_product","onsemi_fsusb42_mux","onsemi FSUSB42MUX","2","active_orderable","verified_exact_data_only_service_usb_isolator","present","present","USD","100","0.4663","0.9326","DigiKey cut-tape quantity-100 tier","https://www.digikey.com/en/products/detail/onsemi/FSUSB42MUX/2036916","2026-08-19","","","","","present","SUB-LOGIC-ANALOG","c5_service_usb_switch;rp_service_usb_switch"
